topo_num,flow_num,mean,min,p25,p50,p75,p95,p99,p99.9,p99.99,p99.999
60,11,62.56154000315731,14.812,44.999,59.112,76.024,107.625,134.99962999999988,168.625756000001,208.06082309995568,257.41030830998045
60,12,55.59457138041336,13.95,44.412,54.749,65.037,82.537,98.999,129.8147250000043,160.84313079999572,188.2868814999713
60,13,62.90634807411186,13.9,49.562,60.137,72.175,100.412,136.237,163.9842880000025,183.4034087999649,209.45183574016855
60,14,50.954497100860685,16.225,36.837,48.437,61.8,81.962,101.849,133.299,161.18656499999344,179.99364373989076
60,15,82.64241724381621,15.162,62.587,80.412,100.149,130.599,156.162,192.787,229.67477009999263,311.5377622501032
60,16,53.79347445637275,14.375,40.912,52.25,64.074,84.05,106.699,144.04600900000264,171.4861967999749,194.55395424993523
60,17,50.99287167282454,14.8,37.512,47.337,61.037,83.512,106.674,139.89211200000253,173.00003619998694,210.77909050028632
60,18,82.58089357222198,14.799,62.4,80.387,100.187,130.699,156.562,193.2261840000008,228.21304999999165,299.7334679199804
60,19,58.55556696902559,15.024,45.55,56.987,69.212,90.137,110.175,144.2492000000032,177.93805719998363,219.6870230001548
60,20,67.95531182314079,16.025,45.999,61.662,84.224,126.55,153.499,184.7962360000023,216.3088863999816,251.2558696800475
60,21,65.95897340067154,15.724,48.287,62.65,79.849,111.375,138.287,171.59044100000406,209.3863508999881,245.69274266008568
60,22,62.84698030544832,14.537,49.512,60.087,72.112,100.462,136.074,163.93547600000167,183.1402300999919,215.034704760002
60,23,59.65066295480796,14.85,46.975,58.174,70.162,90.687,110.774,144.3669000000028,179.1503951999843,220.7133760399958
60,24,62.39763244711065,15.475,44.8,58.974,75.899,107.434,134.874,167.98814000000246,203.76889849998665,244.889737500018
60,25,62.84065051684098,14.262,49.499,60.062,72.125,100.425,136.212,164.25,183.8627727999976,207.69656844019917
60,26,65.81453067373111,16.175,48.162,62.512,79.662,111.224,138.012,172.337,209.387,253.52327175005388
60,27,82.89209843886674,15.05,62.787,80.699,100.437,131.012,156.637,192.7994290000007,231.50031999999285,291.81227192005605
60,28,67.62430161716614,16.012,45.712,61.287,83.834,126.362,153.012,183.55469800000316,213.051790199986,250.01207452020887
60,29,82.53508089480434,15.012,62.374,80.324,100.137,130.749,156.699,193.049,228.96253999999072,286.3376210001768
60,30,65.79751391452602,15.75,48.137,62.462,79.662,111.312,138.112,172.575,210.66489999999808,247.0204208000116
60,31,82.48097276845184,15.874,62.437,80.237,99.924,130.562,156.574,193.287,230.8385499999863,297.28799856072663
60,32,59.80379553392678,14.674,47.125,58.524,70.562,90.424,110.975,143.675,171.4462299999907,190.94325798007404
60,33,89.23672284229612,17.275,66.762,87.012,110.112,138.3,155.062,180.787,213.50827519997955,248.4484480000101
60,34,72.89244414669554,14.862,53.337,66.362,86.187,130.537,152.212,172.63148000000604,193.70360199999763,230.33287520005925
60,35,86.773899233164,15.574,63.824,82.512,104.787,146.812,179.512,215.112,251.587,302.42148725092414
60,36,59.89678514641207,13.999,47.237,58.612,70.625,90.524,111.287,143.97449100000014,172.05309249997418,193.88587617007732
60,37,75.12288338047402,15.25,54.974,69.587,90.674,130.299,152.987,177.137,211.36219109999016,259.4304911400415
60,38,76.12031276627968,14.024,55.037,70.099,93.612,131.062,151.287,172.362,202.449,236.76798718005796
61,0,88.70283189095153,20.0,60.6,85.813,112.187,154.1,182.29750000000004,215.93459000000303,241.12503299999065,285.0593233002948
61,1,326.3075553623463,52.087,239.513,317.0,401.938,532.037,625.737,731.5883960000034,820.1927474999917,920.6270222501828
61,2,671.2483388769887,86.4,585.087,690.888,789.75,941.1526,1051.0772399999985,1170.2694240000023,1277.3682475999417,1409.7176400002268
61,3,134.8704639554342,21.925,99.637,130.66250000000002,165.77800000000002,219.81925,260.462,323.1080000000128,390.775435499971,432.5862987500937
61,4,52.08120808930381,22.437,40.58725,50.025,60.925,79.88980000000002,99.713,125.30532100000173,149.69029039999796,201.83835821003797
61,5,133.7786711864407,22.4,98.137,129.612,164.88775,219.812,262.04652,321.6201000000004,383.4060974999409,475.97454199994
